Date,Open,High,Low,Close,Adj Close,Volume
1998-12-01,24.812500,26.031250,24.812500,26.000000,19.501743,73400
1999-01-01,26.250000,28.125000,25.781250,27.250000,20.439325,1505700
1999-02-01,27.375000,27.984375,26.187500,27.281250,20.462765,725000
1999-03-01,27.218750,28.656250,26.906250,28.000000,21.001875,513100
1999-04-01,28.000000,30.593750,27.656250,29.000000,21.751944,522900
1999-05-01,29.343750,30.093750,27.734375,28.109375,21.083921,272400
1999-06-01,27.968750,29.468750,27.781250,29.343750,22.009781,168000
1999-07-01,29.218750,30.031250,28.468750,28.468750,21.353468,241700
1999-08-01,28.500000,28.656250,26.687500,27.187500,20.392447,407700
1999-09-01,27.062500,28.421875,26.218750,26.812500,20.111174,168500
1999-10-01,26.765625,28.500000,25.328125,28.171875,21.130793,319900
1999-11-01,28.296875,29.656250,27.671875,28.500000,21.376905,317800
1999-12-01,28.468750,30.890625,28.375000,30.890625,23.170034,2852900
2000-01-01,31.000000,32.937500,29.156250,30.109375,22.716219,1869900
2000-02-01,30.218750,31.812500,27.000000,28.140625,21.230881,1110800
2000-03-01,28.265625,31.359375,27.218750,30.671875,23.140600,2289900
2000-04-01,30.921875,31.125000,27.140625,30.312500,22.869465,253600
2000-05-01,30.406250,30.562500,27.968750,29.500000,22.256466,511400
2000-06-01,29.562500,30.500000,28.906250,29.562500,22.303616,1862700
2000-07-01,29.250000,30.437500,28.625000,29.125000,21.973549,523000
2000-08-01,29.031250,30.656250,29.031250,30.156250,22.751575,354500
2000-09-01,30.031250,30.281250,28.000000,29.062500,21.926392,2885000
2000-10-01,29.250000,30.468750,25.187500,29.500000,22.256466,294700
2000-11-01,29.546875,30.375000,26.375000,26.812500,20.228861,331100
2000-12-01,26.875000,28.812500,25.968750,27.250000,20.558941,397700
2001-01-01,27.000000,30.250000,26.140625,29.219999,22.049202,1071600
2001-02-01,29.500000,29.850000,27.790001,28.660000,21.626629,936100
2001-03-01,28.530001,28.840000,24.549999,26.820000,20.238182,419800
2001-04-01,26.950001,29.260000,25.700001,28.799999,21.736229,8234700
2001-05-01,28.889999,30.809999,28.330000,29.900000,22.566446,397900
2001-06-01,29.799999,30.180000,28.450001,29.549999,22.302280,366300
2001-07-01,29.549999,29.860001,27.889999,28.959999,21.866034,258400
2001-08-01,28.850000,29.299999,27.160000,27.490000,20.756130,590800
2001-09-01,27.450001,28.010000,21.000000,23.500000,17.743504,2230800
2001-10-01,23.500000,24.850000,23.059999,23.620001,17.841446,592600
2001-11-01,23.469999,26.799999,23.469999,26.360001,19.911121,1248100
2001-12-01,26.200001,28.030001,26.139999,26.950001,20.356777,939200
2002-01-01,27.200001,28.100000,25.850000,26.750000,20.241503,2801500
2002-02-01,27.049999,28.200001,26.049999,27.980000,21.172235,843000
2002-03-01,28.049999,30.100000,27.910000,29.590000,22.390509,1213900
2002-04-01,29.100000,30.510000,28.700001,29.410000,22.264261,2263800
2002-05-01,29.500000,30.500000,29.000000,29.820000,22.574636,1439900
2002-06-01,29.950001,29.969999,26.549999,27.680000,20.954594,2091600
2002-07-01,27.500000,27.500000,21.650000,26.879999,20.354082,1568000
2002-08-01,26.700001,28.620001,24.809999,27.139999,20.550949,1350200
2002-09-01,26.799999,27.549999,25.000000,25.379999,19.218250,1839700
2002-10-01,25.660000,28.139999,25.000000,26.860001,20.402143,5216700
2002-11-01,26.600000,28.219999,26.600000,27.690001,21.032598,2369800
2002-12-01,27.850000,27.850000,25.799999,26.549999,20.166683,1749800
2003-01-01,26.750000,27.900000,25.520000,26.459999,20.173540,2795100
2003-02-01,26.549999,26.629999,24.660000,25.870001,19.723705,1641900
2003-03-01,26.000000,27.420000,24.879999,26.719999,20.371759,2838200
2003-04-01,26.879999,28.040001,26.350000,27.600000,21.099554,2643500
2003-05-01,27.680000,28.820000,27.040001,28.170000,21.535299,2523700
2003-06-01,28.400000,31.110001,27.930000,29.330000,22.422094,3054900
2003-07-01,29.100000,30.100000,28.620001,28.889999,22.149069,1985600
2003-08-01,28.750000,28.750000,27.410000,27.820000,21.328732,2675700
2003-09-01,27.820000,29.260000,27.660000,27.809999,21.321058,3235500
2003-10-01,28.000000,28.850000,27.440001,28.000000,21.530340,3382000
2003-11-01,28.150000,29.250000,27.309999,28.600000,21.991709,4153500
2003-12-01,28.850000,30.180000,28.719999,30.150000,23.183561,4283000
2004-01-01,30.200001,31.299999,30.049999,30.980000,23.904762,5137700
2004-02-01,31.049999,31.980000,30.940001,31.309999,24.159401,6966600
2004-03-01,31.370001,31.799999,29.040001,29.930000,23.094559,5067100
2004-04-01,30.000000,31.600000,30.000000,30.860001,23.871597,7039200
2004-05-01,31.000000,31.459999,29.870001,30.760000,23.794239,8290300
2004-06-01,30.760000,31.440001,30.170000,30.559999,23.639530,5796700
2004-07-01,30.600000,30.620001,28.260000,28.920000,22.433228,6123900
2004-08-01,28.920000,29.610001,27.750000,29.389999,22.797813,10740900
2004-09-01,29.450001,30.379999,28.650000,28.790001,22.332394,15345800
2004-10-01,28.790001,30.000000,26.700001,28.150000,21.901241,8422000
2004-11-01,28.100000,30.280001,27.520000,28.700001,22.329151,15233400
2004-12-01,28.700001,30.440001,28.700001,30.190001,23.488396,18109500
2005-01-01,30.450001,30.450001,29.090000,29.250000,22.826895,9415700
2005-02-01,29.350000,30.700001,29.250000,30.129999,23.513657,11487600
2005-03-01,30.299999,30.879999,29.330000,29.860001,23.302944,13229200
2005-04-01,30.040001,31.400000,29.540001,30.900000,24.196823,15745500
2005-05-01,31.049999,31.650000,30.570000,31.290001,24.502224,19117700
2005-06-01,31.340000,31.770000,30.900000,31.030001,24.298624,14045600
2005-07-01,31.100000,32.000000,30.600000,31.730000,24.922491,14395400
2005-08-01,31.950001,32.090000,30.750000,31.620001,24.836094,19878400
2005-09-01,31.700001,32.520000,31.010000,31.350000,24.624012,18752800
2005-10-01,31.450001,31.790001,29.780001,30.389999,23.942139,26393700
2005-11-01,30.450001,31.350000,29.500000,30.760000,24.233637,16676300
2005-12-01,31.000000,32.500000,30.920000,31.719999,24.989948,17758900
2006-01-01,31.780001,33.110001,31.610001,32.130001,25.396212,26943300
2006-02-01,32.290001,33.029999,31.510000,32.500000,25.688663,18980900
2006-03-01,32.459999,32.919998,31.950001,31.980000,25.277641,18830500
2006-04-01,32.099998,32.189999,30.580000,30.990000,24.575418,49785500
2006-05-01,30.930000,31.299999,29.790001,30.340000,24.059959,37987800
2006-06-01,30.469999,30.930000,29.430000,30.240000,23.980659,22905400
2006-07-01,30.230000,32.099998,29.850000,31.889999,25.381617,23892600
2006-08-01,31.879999,32.970001,31.450001,32.799999,26.105902,18648100
2006-09-01,32.799999,33.430000,32.430000,33.189999,26.416309,20317700
2006-10-01,33.080002,33.950001,32.880001,33.299999,26.594374,27744300
2006-11-01,33.250000,33.830002,32.259998,33.259998,26.562429,32790600
2006-12-01,33.299999,33.790001,32.889999,33.490002,26.746113,17927500
2007-01-01,33.700001,34.919998,33.340000,34.509998,27.657541,40729200
2007-02-01,34.650002,34.900002,33.160000,33.709999,27.016394,33143500
2007-03-01,33.430000,34.330002,32.889999,33.650002,26.968317,44875300
2007-04-01,33.799999,36.509998,33.720001,36.110001,29.048042,34700000
2007-05-01,36.060001,37.049999,35.959999,36.730000,29.546787,37175000
2007-06-01,36.740002,36.820000,34.790001,35.310001,28.404495,45187000
2007-07-01,35.419998,36.040001,33.580002,33.630001,27.198910,41743800
2007-08-01,33.570000,34.900002,32.939999,34.400002,27.821653,55490100
2007-09-01,34.509998,35.669998,34.189999,35.349998,28.589983,26302600
2007-10-01,35.500000,36.389999,34.759998,36.009998,29.225315,47688400
2007-11-01,36.009998,36.580002,34.029999,36.470001,29.598658,53615100
2007-12-01,36.830002,37.889999,35.200001,35.310001,28.657213,35148000
2008-01-01,35.630001,36.610001,30.360001,33.700001,27.450289,117396900
2008-02-01,33.369999,34.150002,32.630001,32.799999,26.717190,60497000
2008-03-01,32.650002,33.000000,30.000000,31.170000,25.389481,75514300
2008-04-01,31.299999,32.070000,31.020000,31.480000,25.756783,49099400
2008-05-01,31.360001,32.250000,31.260000,32.080002,26.247692,33977100
2008-06-01,32.040001,32.259998,29.900000,30.580000,25.020399,45851600
2008-07-01,30.190001,32.340000,30.139999,31.950001,26.263325,101648000
2008-08-01,32.070000,33.740002,31.570000,32.610001,26.805845,78764900
2008-09-01,32.900002,33.310001,29.000000,30.049999,24.701494,128430000
2008-10-01,30.100000,30.600000,22.889999,26.600000,21.965036,191266000
2008-11-01,26.670000,27.570000,21.990000,24.920000,20.577772,123466300
2008-12-01,24.799999,26.709999,23.440001,26.549999,21.923748,133087400
2009-01-01,26.559999,27.230000,25.139999,26.230000,21.791481,107335900
2009-02-01,26.000000,27.549999,22.930000,22.980000,19.091431,111602100
2009-03-01,23.660000,24.740000,21.629999,24.209999,20.113295,159301500
2009-04-01,23.920000,24.850000,23.290001,24.180000,20.212944,110085200
2009-05-01,24.139999,25.840000,23.920000,25.830000,21.592236,111738600
2009-06-01,26.020000,26.559999,24.840000,26.309999,21.993496,181452100
2009-07-01,26.459999,28.530001,25.540001,27.870001,23.414623,115498500
2009-08-01,28.020000,29.080000,27.379999,28.620001,24.044724,117171700
2009-09-01,28.620001,29.160000,27.959999,28.670000,24.086727,110651000
2009-10-01,28.690001,29.549999,27.990000,28.070000,23.686342,139119100
2009-11-01,28.080000,31.100000,28.030001,30.680000,25.888742,108767600
2009-12-01,30.760000,31.760000,30.650000,31.070000,26.217836,138696300
2010-01-01,31.469999,33.160000,31.270000,31.280001,26.540834,179354400
2010-02-01,31.330000,32.119999,30.270000,31.400000,26.642651,136163800
2010-03-01,31.400000,32.689999,31.400000,32.130001,27.262054,139440900
2010-04-01,32.299999,32.419998,30.600000,30.879999,26.289145,157158100
2010-05-01,30.879999,31.160000,27.969999,28.870001,24.577969,248802200
2010-06-01,28.760000,29.930000,28.139999,28.200001,24.007580,184581100
2010-07-01,28.150000,29.379999,27.490000,28.570000,24.446184,187649500
2010-08-01,28.879999,29.980000,28.000000,28.100000,24.044035,172832800
2010-09-01,28.370001,30.879999,28.370001,30.490000,26.089058,135470300
2010-10-01,30.709999,31.639999,30.110001,31.170000,26.808064,117190200
2010-11-01,31.340000,31.730000,30.139999,30.270000,26.034006,146613200
2010-12-01,30.610001,31.790001,30.610001,31.500000,27.091883,104535200
2011-01-01,31.670000,32.360001,31.559999,31.680000,27.388027,133576200
2011-02-01,31.809999,32.849998,31.790001,32.669998,28.243902,141006000
2011-03-01,32.770000,33.259998,31.440001,33.110001,28.624296,208552500
2011-04-01,33.230000,35.349998,33.169998,35.240002,30.604530,130863100
2011-05-01,35.480000,36.570000,35.150002,36.110001,31.360098,221430100
2011-06-01,35.990002,36.080002,34.540001,35.529999,30.856382,231602900
2011-07-01,35.529999,36.119999,33.790001,34.119999,29.777073,191114400
2011-08-01,34.450001,34.450001,29.639999,33.400002,29.148718,455637400
2011-09-01,33.389999,33.750000,31.090000,31.730000,27.691282,311136600
2011-10-01,31.490000,34.310001,30.110001,33.560001,29.446186,268192100
2011-11-01,32.930000,34.169998,31.680000,33.880001,29.726961,153380300
2011-12-01,33.799999,34.959999,33.250000,34.689999,30.437675,154327900
2012-01-01,35.099998,36.130001,34.709999,35.799999,31.587769,130519800
2012-02-01,35.910000,36.480000,35.619999,36.180000,31.923056,116912500
2012-03-01,36.209999,37.660000,35.680000,37.610001,33.184811,112286600
2012-04-01,37.610001,38.000000,36.480000,37.509998,33.263611,111507800
2012-05-01,37.439999,37.740002,35.810001,36.150002,32.057571,122983700
2012-06-01,35.799999,38.029999,35.380001,38.009998,33.707016,172657200
2012-07-01,38.139999,38.900002,37.180000,38.389999,34.227474,112058600
2012-08-01,38.610001,39.049999,37.779999,38.840000,34.628689,91454100
2012-09-01,38.799999,40.680000,38.619999,40.119999,35.769897,94533500
2012-10-01,40.240002,41.400002,39.849998,40.029999,35.867035,117703100
2012-11-01,39.990002,40.549999,38.480000,40.240002,36.055191,137148100
